Grupo,Usuario,Fecha
243,300,2005-09-27
243,43,2013-11-14
243,25,2020-03-09
243,10,2015-03-05
243,234,2014-06-09
243,961,2006-02-05
243,708,2023-03-23
243,164,2013-03-26
243,673,2011-08-14
243,525,2017-06-18
243,485,2019-01-01
243,794,2021-09-28
244,178,2006-01-21
244,400,2023-01-09
244,259,2012-10-04
244,864,2012-10-08
244,821,2014-04-25
244,314,2011-04-28
244,660,2011-08-29
244,872,2022-08-01
244,410,2007-09-10
244,197,2017-02-28
244,640,2016-11-30
244,592,2011-10-28
244,382,2004-07-11
244,428,2017-08-13
244,967,2022-08-30
244,584,2022-01-26
244,421,2006-01-13
244,570,2010-01-16
244,242,2020-01-27
244,509,2009-04-24
244,930,2011-06-16
244,761,2011-10-28
244,589,2018-05-09
244,199,2009-01-23
244,528,2013-06-20
244,135,2011-02-16
244,368,2007-11-22
244,858,2006-03-18
244,432,2022-07-03
244,897,2007-02-08
244,97,2005-05-12
245,94,2005-07-02
245,804,2016-02-13
245,364,2015-04-16
245,103,2016-01-22
245,708,2014-02-23
245,993,2020-09-17
245,288,2005-03-10
245,932,2012-03-18
245,917,2008-10-30
245,28,2009-08-01
245,915,2009-12-22
245,554,2018-05-06
245,89,2015-09-28
245,138,2004-08-16
245,347,2015-05-19
245,113,2020-04-08
245,632,2011-12-18
245,119,2008-07-01
245,539,2005-03-17
245,774,2008-11-05
245,242,2005-06-21
245,735,2012-09-29
245,688,2004-08-27
245,711,2010-07-03
245,948,2022-02-27
245,446,2016-04-19
245,286,2009-01-07
245,366,2008-05-20
245,470,2015-10-12
245,9,2007-10-14
245,809,2009-01-18
245,723,2011-01-27
245,856,2004-12-12
245,303,2022-08-17
245,826,2009-03-04
245,954,2015-12-22
245,945,2018-10-14
246,439,2014-11-02
246,316,2011-09-08
246,347,2016-05-15
246,635,2008-05-17
246,405,2005-03-24
246,174,2007-10-16
246,346,2007-06-06
246,375,2018-06-30
246,450,2015-10-05
246,813,2018-01-13
246,269,2015-07-21
246,966,2021-08-26
246,861,2013-04-22
246,837,2007-07-29
246,745,2011-07-31
246,145,2004-06-04
246,742,2022-07-12
246,129,2019-08-11
246,179,2010-10-06
246,140,2004-09-21
246,917,2013-06-01
247,907,2005-10-06
247,961,2013-02-15
247,442,2014-10-26
247,61,2013-01-17
247,353,2019-01-30
247,799,2005-06-19
247,850,2014-12-02
247,343,2004-03-12
247,872,2018-07-15
247,760,2008-05-30
247,341,2008-12-08
247,649,2009-02-14
247,379,2008-05-18
247,469,2005-03-31
247,385,2018-02-17
247,55,2014-03-27
247,178,2010-09-23
247,537,2010-10-16
247,848,2016-01-16
247,963,2008-09-19
247,109,2005-12-25
247,705,2021-02-06
247,85,2007-02-05
247,981,2021-11-30
247,344,2011-03-15
247,770,2017-01-29
247,724,2022-01-21
247,928,2004-06-06
247,493,2016-04-30
247,183,2012-08-06
247,563,2004-09-15
247,677,2012-07-12
247,746,2012-01-06
248,963,2008-06-03
248,496,2013-10-23
248,363,2019-10-19
248,228,2008-01-10
248,392,2018-06-28
248,967,2012-01-16
248,222,2011-03-08
248,986,2017-08-19
248,669,2006-08-01
248,953,2013-12-07
248,697,2004-03-23
248,987,2012-04-08
248,347,2021-01-25
248,36,2022-10-31
248,219,2011-01-23
248,304,2004-07-01
248,894,2020-07-09
248,231,2020-08-29
248,728,2004-08-15
248,770,2008-11-23
248,142,2011-03-27
248,915,2020-12-23
248,484,2007-08-04
248,91,2014-01-25
248,718,2009-03-10
248,883,2019-07-18
248,122,2006-03-24
248,407,2016-04-06
248,797,2019-12-26
248,948,2016-01-07
248,111,2010-05-30
248,284,2015-09-02
248,132,2010-03-26
248,699,2009-11-25
249,958,2022-11-10
249,512,2004-08-21
249,32,2020-06-10
249,152,2004-07-17
249,493,2005-03-04
249,652,2019-11-02
249,517,2016-09-21
249,739,2012-09-19
249,836,2010-05-05
249,882,2020-10-11
249,123,2009-12-05
249,947,2017-06-06
249,48,2013-09-21
249,942,2011-09-13
249,24,2009-04-03
249,887,2012-05-07
249,44,2021-02-23
249,745,2019-04-18
249,301,2013-12-24
249,532,2016-11-09
249,799,2005-04-24
249,364,2022-11-19
250,570,2021-03-13
250,260,2018-02-16
250,677,2011-11-05
250,812,2007-11-16
250,405,2007-01-12
250,334,2022-05-10
250,652,2007-09-06
250,18,2016-06-26
250,910,2005-04-17
250,515,2017-01-03
250,579,2017-02-12
250,394,2011-07-25
250,484,2016-05-04
250,415,2010-07-01
250,774,2008-06-29
250,850,2008-06-28
250,421,2018-07-29
250,978,2012-11-16
250,474,2016-02-04
250,16,2014-10-07
250,662,2012-10-01
250,216,2015-02-28
250,363,2005-07-22
250,424,2014-04-24
250,184,2007-04-01
250,886,2009-07-08
250,640,2004-06-02
250,186,2006-04-09
250,542,2017-01-17
250,86,2020-08-12
250,139,2015-08-24
250,779,2005-05-19
250,734,2004-03-29
250,366,2008-10-30
251,911,2008-01-02
251,824,2009-04-11
251,923,2015-12-08
251,510,2007-09-05
251,743,2009-04-06
251,761,2008-03-14
251,176,2011-07-12
251,626,2005-05-04
251,115,2008-02-12
251,770,2021-06-08
251,132,2011-07-04
251,815,2021-10-14
251,802,2010-06-29
251,688,2006-02-01
251,906,2007-11-27
251,197,2019-12-11
251,662,2019-05-22
251,445,2004-06-08
251,907,2017-08-06
251,302,2022-03-17
251,142,2014-05-20
251,739,2014-07-22
251,875,2012-07-11
251,52,2010-11-11
251,882,2013-09-17
251,562,2010-04-22
251,182,2012-02-09
251,30,2020-06-18
251,530,2008-10-09
252,196,2019-02-24
252,859,2005-10-02
252,786,2019-07-13
252,423,2017-06-24
252,772,2021-02-19
252,805,2011-08-30
252,623,2009-07-31
252,198,2010-07-17
252,345,2022-09-05
252,338,2009-08-20
252,125,2017-05-14
252,559,2008-05-12
252,258,2018-09-13
252,12,2020-01-28
252,1,2010-12-16
252,23,2012-02-08
252,461,2014-09-03
252,129,2005-08-05
252,215,2011-06-25
252,651,2005-10-27
252,616,2022-10-24
252,998,2007-07-09
252,103,2017-03-01
252,199,2005-08-29
252,525,2005-01-27
252,65,2020-04-03
252,140,2018-05-05
252,123,2010-03-31
252,673,2013-12-01
253,304,2005-09-14
253,331,2014-05-13
253,883,2009-08-24
253,406,2020-10-29
253,237,2009-03-27
253,612,2015-02-12
253,194,2022-08-26
253,645,2022-07-13
253,540,2008-07-08
253,914,2005-09-20
253,446,2007-05-19
253,531,2007-02-04
253,897,2013-01-06
253,998,2021-06-22
253,115,2019-04-17
253,622,2005-04-06
253,386,2021-01-22
253,937,2019-03-15
253,594,2017-12-26
253,670,2018-03-31
253,252,2014-04-21
253,909,2011-05-03
253,831,2008-03-11
253,902,2009-06-26
253,385,2013-03-19
253,260,2011-07-29
253,240,2009-05-03
253,994,2020-03-31
253,590,2018-09-26
253,554,2007-09-08
254,564,2013-04-16
254,287,2007-11-07
254,910,2015-10-31
254,701,2004-12-23
254,241,2016-02-29
254,799,2004-06-23
254,502,2007-10-10
254,474,2012-04-14
254,962,2008-04-22
254,428,2009-09-17
254,276,2010-09-14
254,743,2014-11-29
254,699,2010-11-17
254,224,2011-03-09
254,767,2008-12-01
254,104,2018-05-28
254,196,2018-01-14
254,356,2011-11-03
254,678,2014-07-19
254,94,2020-02-14
254,120,2014-04-27
254,289,2008-12-31
254,675,2018-01-09
254,465,2016-01-06
254,51,2018-02-05
254,669,2004-05-27
254,153,2017-10-13
254,15,2019-10-27
255,790,2022-07-22
255,899,2020-07-13
255,9,2009-04-04
255,83,2018-02-23
255,212,2012-12-18
255,571,2004-10-24
255,911,2016-01-24
255,60,2018-06-20
255,152,2017-07-06
255,51,2011-02-16
255,502,2005-12-22
255,418,2008-04-23
255,461,2009-03-16
255,285,2020-07-29
255,39,2014-11-03
255,389,2012-03-01
255,270,2009-09-08
255,666,2016-09-24
255,208,2018-10-28
255,301,2018-12-02
255,957,2006-03-09
255,770,2018-09-05
255,508,2006-05-16
256,738,2017-03-29
256,704,2008-08-18
256,221,2018-05-15
256,488,2005-07-07
256,678,2021-03-31
256,859,2016-10-30
256,330,2022-02-05
256,533,2018-11-27
256,844,2014-09-28
256,953,2012-06-25
256,961,2010-07-14
256,794,2011-08-15
256,150,2018-01-23
256,206,2021-05-20
256,776,2019-10-28
256,443,2018-01-03
256,318,2013-08-03
256,315,2017-04-21
256,510,2009-07-18
256,995,2007-08-22
256,539,2009-12-19
256,319,2009-10-12
256,901,2011-04-05
256,804,2017-04-27
256,63,2020-04-01
256,983,2013-05-31
256,170,2019-11-14
256,544,2010-12-16
256,231,2007-02-22
256,692,2006-01-21
256,714,2014-08-07
256,950,2016-08-17
256,764,2012-09-21
256,397,2017-02-15
256,59,2019-03-31
256,499,2017-07-24
257,37,2015-02-17
257,262,2011-01-07
257,699,2006-12-23
257,8,2019-06-24
257,74,2021-07-22
257,732,2019-05-05
257,399,2009-03-19
257,290,2017-03-18
257,41,2023-03-26
257,619,2014-02-10
257,667,2017-02-22
257,245,2005-11-13
257,723,2005-06-06
257,910,2004-03-24
257,435,2010-09-25
257,374,2008-02-26
257,73,2010-01-06
257,889,2020-05-01
257,992,2004-08-14
257,171,2007-04-24
257,792,2015-03-08
257,53,2005-05-13
257,896,2022-10-01
257,375,2008-05-26
257,761,2023-03-06
257,541,2004-07-20
257,66,2022-08-26
257,777,2016-08-19
257,146,2019-01-04
257,292,2018-09-04
257,266,2004-09-12
257,83,2008-03-23
257,507,2014-03-29
257,15,2015-10-16
257,816,2022-05-05
257,341,2022-12-29
257,636,2006-09-03
257,475,2016-02-28
257,493,2005-10-19
258,550,2023-02-23
258,3,2010-03-05
258,197,2009-11-30
258,437,2014-09-03
258,255,2009-05-17
258,639,2022-03-14
258,334,2022-11-12
258,1,2015-06-27
258,141,2010-10-11
258,621,2006-08-04
258,743,2005-05-04
258,486,2014-07-14
258,767,2021-10-08
258,172,2008-04-03
258,801,2014-08-02
258,649,2010-11-26
258,658,2011-02-15
258,546,2021-06-26
258,258,2016-03-13
258,868,2016-01-26
258,484,2004-03-27
258,429,2017-12-30
258,169,2008-12-02
258,556,2014-04-02
258,199,2016-02-18
258,531,2009-01-29
258,417,2004-07-26
258,105,2005-05-15
258,686,2014-08-27
258,729,2019-04-30
258,269,2021-04-30
259,458,2015-10-28
259,166,2013-12-17
259,27,2005-11-24
259,280,2021-09-27
259,154,2021-05-01
259,284,2009-09-24
259,873,2009-07-20
259,407,2020-05-01
259,121,2004-11-10
259,373,2009-07-02
259,870,2008-04-12
259,122,2007-05-11
259,955,2013-02-15
259,627,2014-06-11
259,165,2018-04-23
259,127,2020-11-28
259,514,2011-09-13
259,285,2018-03-25
259,77,2020-04-17
259,41,2017-06-14
259,463,2010-09-14
259,741,2007-07-18
259,502,2020-05-21
259,224,2021-01-06
259,883,2012-03-28
259,117,2016-03-05
259,149,2009-09-17
259,749,2016-04-06
259,232,2022-11-27
259,555,2004-06-12
259,47,2013-08-13
259,621,2006-01-22
259,128,2008-06-05
259,370,2005-04-21
259,421,2010-09-06
259,471,2012-06-19
259,349,2017-06-02
259,652,2022-01-26
259,754,2006-10-16
259,229,2022-01-13
260,934,2011-09-30
260,755,2014-11-12
260,587,2005-11-01
260,245,2008-07-20
260,764,2017-03-26
260,457,2015-10-30
260,443,2010-08-23
260,869,2017-06-12
260,2,2004-12-01
260,17,2016-10-14
260,61,2007-09-12
260,563,2019-04-17
260,593,2009-08-03
260,394,2017-02-16
260,32,2015-04-26
260,539,2017-08-02
260,121,2019-01-09
260,439,2004-12-12
260,924,2019-11-07
260,746,2019-03-12
260,728,2016-11-22
260,376,2017-10-12
260,983,2018-09-30
260,312,2016-06-23
260,273,2010-02-10
261,359,2016-01-30
261,689,2021-01-28
261,335,2008-01-22
261,850,2016-01-15
261,433,2010-12-15
261,454,2022-08-01
261,542,2006-12-06
261,558,2006-05-28
261,310,2008-03-19
261,367,2005-11-14
261,779,2006-11-21
261,397,2007-12-09
261,743,2011-09-16
261,879,2012-05-31
261,926,2020-07-28
261,498,2009-10-26
261,152,2013-08-08
261,956,2005-03-01
261,929,2011-01-24
261,371,2009-07-10
261,408,2018-05-22
261,23,2020-03-04
261,999,2016-05-23
261,761,2017-12-21
261,891,2014-08-15
261,647,2015-09-14
261,195,2008-09-30
261,774,2012-06-23
261,965,2014-07-27
261,440,2008-10-08
261,30,2014-04-17
261,721,2022-06-22
261,776,2007-03-16
261,395,2019-06-19
261,529,2005-08-14
261,49,2014-10-30
262,63,2020-07-10
262,78,2010-10-23
262,46,2016-07-02
262,211,2015-09-28
262,888,2015-03-13
262,949,2012-02-07
262,738,2020-10-12
262,669,2007-07-02
262,627,2017-04-02
262,806,2022-11-30
262,739,2008-05-29
262,542,2005-04-12
262,258,2014-07-09
262,505,2021-05-14
262,207,2004-06-13
262,868,2012-05-31
262,381,2009-08-09
262,6,2020-09-02
262,154,2010-11-30
262,340,2019-11-26
262,767,2017-02-10
262,904,2005-11-28
263,491,2014-05-26
263,913,2006-07-13
263,546,2022-12-10
263,75,2006-01-20
263,746,2008-06-12
263,607,2021-01-13
263,548,2015-12-04
263,843,2006-08-03
263,823,2019-10-06
263,525,2009-09-08
263,119,2023-03-21
263,686,2022-12-12
263,655,2020-06-25
263,789,2018-05-18
263,705,2012-04-30
263,574,2011-05-08
263,264,2022-03-02
263,908,2008-06-03
263,649,2022-04-29
263,730,2004-12-07
263,367,2016-08-30
263,330,2007-04-20
263,837,2008-06-27
263,200,2010-09-27
263,822,2005-12-05
263,554,2022-04-24
263,7,2005-09-07
263,77,2011-02-20
263,660,2010-02-25
263,44,2017-10-05
263,711,2004-10-03
263,63,2019-12-12
263,8,2016-02-09
263,883,2013-07-29
263,556,2010-08-23
263,590,2017-10-21
263,972,2019-10-21
263,632,2016-02-01
263,524,2008-09-19
264,234,2019-10-02
264,95,2019-04-11
264,53,2013-04-09
264,365,2021-04-19
264,599,2021-09-28
264,487,2016-04-15
264,522,2016-03-23
264,626,2010-01-16
264,608,2021-07-24
264,572,2007-12-08
264,106,2021-10-07
264,672,2017-11-24
264,819,2014-06-27
264,539,2010-04-27
264,895,2017-10-09
264,308,2013-08-21
264,703,2008-07-25
264,679,2013-01-18
264,351,2009-01-25
264,86,2008-07-09
264,408,2020-06-17
265,520,2006-12-01
265,528,2022-06-05
265,874,2018-06-29
265,890,2005-11-17
265,693,2018-02-15
265,694,2021-02-02
265,724,2009-03-14
265,82,2015-07-04
265,129,2012-06-09
265,736,2022-11-17
265,382,2006-01-26
265,165,2022-03-25
265,253,2021-03-16
265,835,2021-01-16
265,68,2019-08-11
265,263,2004-12-15
265,109,2018-10-03
265,608,2015-06-04
265,830,2006-12-06
265,895,2011-01-14
265,305,2018-11-18
265,988,2015-10-04
265,377,2008-02-19
266,945,2010-11-28
266,670,2008-02-15
266,259,2016-02-15
266,232,2013-08-26
266,773,2022-10-05
266,315,2015-07-08
266,300,2010-04-20
266,292,2020-04-10
266,735,2009-04-01
266,975,2008-01-29
266,406,2007-11-14
266,479,2009-02-05
266,135,2019-02-06
266,700,2013-01-29
266,16,2006-10-27
266,389,2013-12-09
266,833,2014-07-15
266,929,2020-07-11
266,572,2017-07-12
266,967,2021-03-29
266,393,2007-05-06
266,759,2017-12-24
266,730,2020-03-22
266,593,2022-02-21
266,536,2019-05-27
266,182,2016-06-27
266,678,2012-01-17
266,851,2006-01-11
266,564,2013-03-21
266,65,2010-10-09
266,854,2011-10-17
266,240,2008-03-04
266,66,2015-03-06
266,905,2021-01-12
266,913,2013-01-10
266,413,2013-05-22
266,196,2006-10-13
267,195,2020-01-31
267,233,2009-03-09
267,991,2004-03-09
267,800,2019-10-25
267,499,2012-05-28
267,947,2013-09-27
267,723,2008-07-02
267,902,2015-02-22
267,543,2008-02-05
267,907,2018-02-02
267,39,2022-04-18
267,384,2005-12-06
267,718,2012-11-07
267,624,2012-03-01
267,746,2022-11-06
267,852,2011-11-18
267,331,2004-09-16
267,638,2022-08-05
267,213,2014-05-02
267,262,2008-01-07
267,408,2009-04-14
267,50,2020-09-26
267,546,2016-10-03
267,162,2017-04-24
267,276,2016-05-29
267,875,2013-07-08
267,79,2008-07-11
267,763,2005-11-22
267,534,2014-07-12
267,517,2013-06-05
267,57,2022-12-10
267,345,2008-12-27
267,457,2022-12-29
267,367,2007-10-28
267,530,2021-11-19
267,678,2006-07-21
267,587,2012-03-14
267,783,2004-08-23
267,879,2019-08-13
268,105,2009-10-18
268,791,2017-07-01
268,157,2007-11-10
268,527,2019-09-06
268,839,2007-05-14
268,390,2010-02-19
268,333,2020-05-09
268,584,2016-09-29
268,272,2019-10-30
268,859,2011-04-02
268,921,2006-09-13
268,240,2007-05-07
268,851,2005-02-27
268,951,2012-03-09
268,604,2012-09-23
268,66,2004-05-31
268,219,2016-04-14
268,881,2007-03-01
268,451,2016-12-22
268,738,2020-07-21
268,5,2010-10-26
268,15,2009-03-31
268,324,2022-07-13
268,147,2008-04-29
268,666,2021-07-08
268,807,2006-04-18
268,863,2009-12-13
268,691,2012-12-12
268,979,2014-07-18
269,248,2018-10-28
269,247,2020-06-13
269,43,2006-05-20
269,74,2015-01-13
269,695,2022-02-19
269,212,2018-12-23
269,472,2008-04-09
269,826,2004-06-13
269,720,2016-05-09
269,778,2008-03-31
269,237,2018-02-23
269,539,2004-06-04
269,409,2005-06-23
269,29,2017-06-08
269,312,2010-10-26
269,597,2012-04-20
269,833,2007-01-16
269,413,2011-04-03
269,288,2016-02-27
269,398,2021-07-05
269,948,2007-04-26
269,857,2006-06-12
269,244,2012-03-31
269,520,2012-05-26
269,719,2014-09-01
269,264,2018-05-27
269,739,2018-08-26
269,834,2005-08-23
269,595,2015-03-12
269,576,2008-06-11
269,621,2018-01-20
269,369,2019-06-24
269,701,2016-08-20
269,671,2006-12-11
269,502,2022-02-23
269,591,2017-11-07
269,659,2009-10-20
269,416,2010-09-15
269,550,2021-06-27
270,914,2011-04-08
270,24,2012-01-09
270,338,2022-03-04
270,850,2009-06-19
270,608,2013-02-23
270,742,2011-03-23
270,489,2022-05-09
270,986,2010-05-12
270,622,2012-01-26
270,909,2013-05-07
270,204,2020-01-05
270,570,2006-06-16
270,672,2005-11-01
270,580,2022-05-27
270,912,2012-04-23
270,505,2020-06-25
270,568,2010-09-03
270,994,2005-09-23
270,363,2005-08-21
270,214,2012-10-05
270,372,2017-04-24
270,431,2011-04-06
270,210,2015-10-04
270,831,2006-04-03
270,647,2020-05-20
270,676,2017-02-23
270,789,2013-10-25
270,900,2018-05-28
270,161,2021-02-23
271,620,2020-06-01
271,768,2014-05-06
271,456,2009-09-02
271,434,2021-03-14
271,154,2009-07-18
271,252,2015-10-04
271,197,2017-05-30
271,359,2009-06-04
271,562,2021-02-01
271,956,2020-10-23
271,353,2007-02-03
271,275,2006-02-10
271,364,2011-03-07
271,995,2013-08-28
271,436,2010-10-16
271,678,2023-02-22
271,360,2010-06-05
271,935,2021-01-11
271,613,2020-01-06
271,772,2014-08-27
271,764,2018-09-09
271,447,2016-08-02
271,550,2015-01-19
271,813,2013-01-27
272,688,2016-08-08
272,761,2022-10-13
272,500,2012-04-06
272,738,2022-08-28
272,508,2022-06-29
272,50,2015-10-24
272,468,2020-11-19
272,616,2013-01-04
272,198,2005-03-08
272,454,2007-06-11
272,218,2016-09-30
272,538,2019-10-06
272,273,2017-11-18
272,833,2006-02-27
272,362,2023-02-07
272,240,2005-04-24
272,839,2009-06-02
272,279,2005-03-28
272,72,2004-09-04
272,264,2019-08-09
272,80,2021-07-29
272,45,2009-05-08
272,323,2018-10-15
272,255,2008-05-04
272,141,2010-07-20
272,123,2004-05-21
272,486,2007-02-14
272,402,2019-05-21
272,78,2022-10-25
272,875,2021-12-01
272,77,2008-11-17
272,142,2004-03-26
272,342,2014-09-24
272,103,2019-10-01
272,758,2011-06-03
272,735,2006-10-12
272,252,2012-10-17
272,119,2005-09-30
273,580,2005-01-30
273,13,2017-02-24
273,960,2014-11-12
273,989,2021-10-01
273,736,2018-03-24
273,747,2021-04-21
273,537,2012-01-10
273,934,2006-02-10
273,39,2010-07-18
273,456,2008-03-01
273,417,2007-04-30
273,967,2022-07-19
273,467,2020-03-24
273,734,2015-02-05
273,702,2019-12-09
273,547,2009-07-24
273,47,2004-10-28
273,155,2020-12-10
273,317,2009-05-24
273,294,2010-09-19
273,461,2011-09-14
273,987,2006-11-13
273,636,2006-09-09
273,929,2017-09-12
273,936,2006-07-07
273,901,2005-11-21
273,975,2008-11-17
273,325,2021-11-16
273,142,2009-04-18
273,245,2016-04-15
273,62,2014-08-09
273,879,2016-01-04
273,25,2005-07-22
273,208,2014-06-25
273,238,2011-04-02
273,624,2007-11-15
274,262,2011-12-24
274,45,2015-01-19
274,49,2021-09-14
274,582,2017-12-24
274,840,2019-11-12
274,661,2010-03-14
274,375,2010-09-18
274,627,2011-05-25
274,772,2004-08-03
274,566,2021-01-14
274,785,2006-11-09
274,849,2006-11-01
274,73,2020-08-08
274,507,2016-06-01
274,378,2021-12-26
274,525,2012-11-24
274,616,2018-09-25
274,178,2008-12-19
274,709,2012-01-31
274,653,2021-11-03
274,832,2009-05-07
274,686,2009-10-29
274,320,2008-10-04
274,148,2004-05-26
274,793,2021-08-01
274,89,2021-07-15
274,225,2021-06-15
274,569,2011-03-28
275,336,2020-02-02
275,902,2022-03-01
275,636,2007-09-24
275,339,2010-01-02
275,368,2018-06-02
275,557,2011-05-06
275,858,2014-12-26
275,114,2013-07-06
275,879,2014-07-03
275,487,2021-01-11
275,566,2007-07-31
275,388,2006-09-17
275,697,2015-05-24
275,413,2017-01-01
275,586,2007-05-23
275,271,2012-06-10
275,61,2006-04-22
275,779,2023-01-04
275,742,2005-10-15
275,542,2009-02-17
275,527,2008-12-21
275,497,2022-06-22
275,770,2019-12-07
275,569,2018-01-24
275,841,2011-01-16
275,826,2019-05-30
276,816,2022-01-26
276,377,2014-02-03
276,977,2020-08-09
276,876,2017-03-19
276,236,2014-08-13
276,546,2014-10-02
276,1,2014-01-13
276,637,2005-08-31
276,93,2004-10-10
276,30,2021-01-17
276,201,2009-02-10
276,137,2016-04-24
276,615,2015-08-08
276,146,2013-09-30
276,807,2020-04-28
276,961,2009-07-15
276,5,2010-02-02
276,115,2005-07-21
276,854,2013-04-30
276,591,2014-07-04
276,511,2017-11-11
276,681,2013-06-19
276,830,2007-03-16
276,606,2018-01-10
276,170,2008-06-04
276,883,2014-01-05
276,281,2004-06-20
276,682,2005-04-01
277,336,2012-10-26
277,303,2019-02-14
277,663,2005-06-13
277,253,2012-12-10
277,889,2012-08-21
277,698,2018-06-06
277,461,2020-02-26
277,203,2010-02-16
277,564,2007-09-01
277,607,2010-10-17
277,682,2005-10-02
277,483,2005-06-27
277,403,2006-07-02
277,217,2014-03-29
277,709,2011-11-25
277,902,2011-04-29
277,605,2015-03-08
277,167,2021-01-23
277,49,2021-06-04
277,787,2022-03-31
277,529,2015-02-02
277,243,2009-06-20
277,342,2006-08-07
277,18,2009-01-11
277,848,2014-09-04
277,823,2010-12-24
277,891,2013-06-10
277,966,2018-10-14
277,234,2014-11-30
277,98,2016-03-19
277,298,2004-04-22
277,43,2010-09-10
277,89,2023-02-17
277,764,2020-04-21
277,238,2018-05-21
277,71,2007-03-05
277,94,2015-12-17
278,839,2007-07-27
278,36,2012-06-13
278,538,2011-10-15
278,144,2019-07-21
278,376,2023-03-29
278,818,2023-03-28
278,307,2020-08-15
278,864,2022-12-03
278,596,2017-09-14
278,78,2010-11-14
278,90,2013-07-09
278,868,2004-09-16
278,595,2013-03-29
278,559,2013-05-18
278,191,2020-04-11
278,375,2007-07-19
278,902,2014-05-15
278,892,2009-05-06
278,416,2013-02-15
278,237,2006-01-22
278,422,2005-10-03
278,136,2014-06-10
278,471,2006-08-14
278,670,2009-07-20
278,477,2017-04-10
278,986,2020-07-23
278,663,2021-09-15
278,893,2014-04-12
278,394,2014-12-22
278,903,2010-08-08
278,978,2011-02-13
278,247,2011-06-19
278,282,2005-09-09
278,303,2005-04-10
278,822,2016-08-23
278,599,2014-03-19
279,7,2008-04-17
279,540,2008-04-19
279,514,2011-03-28
279,853,2019-09-25
279,795,2022-01-13
279,989,2022-11-15
279,560,2007-07-27
279,480,2010-10-09
279,112,2018-08-08
279,222,2023-01-28
279,616,2007-04-03
279,736,2006-12-10
279,961,2005-03-09
279,52,2004-11-07
279,739,2017-12-25
279,710,2012-04-03
279,92,2007-10-28
279,416,2019-12-19
279,283,2008-04-07
279,965,2004-05-22
279,2,2017-11-17
279,734,2004-07-12
279,872,2018-05-23
279,953,2014-09-23
279,270,2014-11-03
279,75,2014-07-01
279,159,2022-10-14
279,782,2009-06-13
279,533,2010-10-21
279,908,2006-08-24
280,418,2004-03-14
280,5,2016-09-26
280,123,2019-01-30
280,718,2011-09-17
280,827,2020-08-22
280,45,2006-06-06
280,212,2007-03-04
280,91,2007-01-15
280,328,2015-09-27
280,733,2022-02-03
280,550,2005-02-15
280,374,2018-11-09
280,988,2009-05-05
280,839,2022-12-31
280,304,2012-07-15
280,726,2008-11-29
280,86,2016-12-27
280,794,2012-05-01
280,629,2012-08-20
280,615,2009-08-03
280,926,2010-05-07
280,113,2015-04-12
280,73,2008-12-17
280,927,2006-09-11
280,286,2012-05-06
280,520,2008-10-01
280,317,2017-10-18
281,505,2008-06-25
281,364,2011-08-16
281,885,2009-03-16
281,39,2015-08-19
281,200,2014-03-30
281,347,2022-03-17
281,412,2005-04-19
281,540,2012-06-23
281,713,2011-07-02
281,773,2015-10-24
281,170,2014-09-15
281,759,2012-02-27
281,92,2008-01-22
281,252,2020-02-08
281,374,2016-03-22
281,373,2022-05-20
281,626,2016-03-19
281,139,2021-12-03
281,457,2016-03-20
281,51,2021-07-07
281,106,2004-06-02
281,262,2014-12-31
281,41,2010-03-24
281,717,2020-03-07
282,573,2020-07-07
282,364,2012-02-21
282,966,2004-06-19
282,706,2005-09-10
282,253,2017-02-06
282,787,2009-06-02
282,382,2022-10-02
282,768,2018-08-30
282,476,2005-12-24
282,57,2020-03-05
282,114,2019-02-26
282,390,2014-03-08
282,825,2009-08-14
282,312,2007-07-07
282,869,2017-10-07
282,569,2023-03-24
282,39,2022-04-03
282,750,2018-11-11
282,216,2005-04-26
282,238,2018-11-26
282,514,2018-01-02
282,629,2023-02-04
282,202,2010-02-05
282,33,2004-10-10
282,653,2016-07-24
282,311,2018-03-25
282,280,2015-10-16
282,507,2018-10-20
282,580,2014-04-06
282,571,2004-03-15
282,638,2010-03-04
282,162,2020-09-01
283,27,2011-03-18
283,826,2006-10-25
283,456,2018-10-27
283,813,2009-12-08
283,646,2020-05-15
283,821,2015-05-27
283,637,2006-06-25
283,395,2005-08-13
283,7,2015-08-25
283,984,2022-07-08
283,848,2005-06-16
283,438,2013-02-07
283,167,2014-06-01
283,21,2012-05-09
283,16,2015-01-10
283,733,2018-06-25
283,202,2018-05-10
283,25,2014-05-17
283,876,2008-08-28
283,869,2012-06-01
283,269,2014-09-08
283,795,2017-05-22
283,896,2019-12-18
283,81,2018-06-04
283,240,2007-12-21
283,751,2020-01-19
283,928,2013-05-05
283,220,2006-06-02
283,412,2007-04-17
283,187,2021-02-02
284,381,2015-12-25
284,779,2023-03-09
284,189,2015-12-27
284,382,2005-08-10
284,422,2008-06-09
284,728,2015-08-23
284,163,2017-05-01
284,293,2008-04-21
284,191,2005-03-23
284,278,2018-09-02
284,989,2006-05-14
284,955,2016-05-16
284,988,2017-01-26
284,781,2009-08-23
284,699,2017-10-12
284,601,2015-08-27
284,623,2016-03-12
284,415,2005-02-22
284,99,2014-08-23
284,375,2014-01-31
284,725,2022-01-29
285,459,2007-08-29
285,575,2004-09-18
285,62,2017-11-04
285,748,2006-12-22
285,356,2016-09-16
285,827,2008-11-19
